Borehole ID,Document ID,Sub Borehole Layer,Latitude,Longitude,Top Depth,Bottom Depth,Description,USCS,Lithology,Distance_km,Color,Elevation,md
3849,1454,3,47.533564,-122.3160999,1.5,7.0,"Black fine to medium sand, some silt (moist) (loose) (fill)",SP,Sand,9.95206300099108,blue,5,1.5
3849,1454,4,47.533564,-122.3160999,7.0,10.0,Black sandy organic silt (very soft),OL,Silt,9.95206300099108,blue,5,7.0
3849,1454,5,47.533564,-122.3160999,10.0,65.0,"Black fine sand, some silt (moist) (loose).",SP,Silty sand,9.95206300099108,blue,5,10.0
3850,1454,1,47.53117849,-122.3153912,0.0,0.800000012,Reinforced concrete slab (8.5 Inches),Not applicable,Asphalt / concrete,10.10373663833912,blue,2,0.0
3850,1454,2,47.53117849,-122.3153912,0.800000012,2.5,Sandy gravel,GW,Gravel,10.10373663833912,blue,2,0.800000012
3850,1454,3,47.53117849,-122.3153912,2.5,9.0,Sand (medium dense),SP,Sand,10.10373663833912,blue,2,2.5
3850,1454,4,47.53117849,-122.3153912,9.0,10.5,Silty sand to sandy silt with thin silt lenses,ML,Silty sand,10.10373663833912,blue,2,9.0
3850,1454,5,47.53117849,-122.3153912,10.5,45.5,Sand (medium dense).,SP,Sand,10.10373663833912,blue,2,10.5
3850,1454,6,47.53117849,-122.3153912,45.5,47.5,Silty sand,SM,Silty sand,10.10373663833912,blue,2,45.5
3850,1454,7,47.53117849,-122.3153912,47.5,85.5,Sand (generally medium dense).,SP,Sand,10.10373663833912,blue,2,47.5
3850,1454,8,47.53117849,-122.3153912,85.5,88.5,Silt to sandy silt (stiff),ML,Silt,10.10373663833912,blue,2,85.5
3850,1454,9,47.53117849,-122.3153912,88.5,89.5,Gravelly sand or gravel,GW,Gravelly sand,10.10373663833912,blue,2,88.5
3851,1454,1,47.53208524,-122.3170294,0.0,0.800000012,Reinforced concrete slab (8.5 Inches),Not applicable,Asphalt / concrete,10.1178370584372,blue,5,0.0
3851,1454,2,47.53208524,-122.3170294,0.800000012,1.5,Sandy gravel,GW,Gravel,10.1178370584372,blue,5,0.800000012
3851,1454,3,47.53208524,-122.3170294,1.5,9.0,Sand (medium dense),SP,Sand,10.1178370584372,blue,5,1.5
3851,1454,4,47.53208524,-122.3170294,9.0,14.5,Silt to clayey silt (medium stiff).,ML,Silt,10.1178370584372,blue,5,9.0
3851,1454,5,47.53208524,-122.3170294,14.5,31.0,Sand (medium dense).,SP,Sand,10.1178370584372,blue,5,14.5
3851,1454,6,47.53208524,-122.3170294,31.0,40.5,Sand with silty sand and sandy silt layers (loose).,SP,Sand,10.1178370584372,blue,5,31.0
3851,1454,7,47.53208524,-122.3170294,40.5,78.0,Sand (generally medium dense),SP,Sand,10.1178370584372,blue,5,40.5
3851,1454,8,47.53208524,-122.3170294,78.0,81.0,Silt to sandy silt,ML,Silt,10.1178370584372,blue,5,78.0
3851,1454,9,47.53208524,-122.3170294,81.0,84.0,Sand,SP,Sand,10.1178370584372,blue,5,81.0
3851,1454,10,47.53208524,-122.3170294,84.0,86.0,Silt to sandy silt,ML,Silt,10.1178370584372,blue,5,84.0
3851,1454,11,47.53208524,-122.3170294,86.0,96.0,Sand (medium dense to dense).,SP,Sand,10.1178370584372,blue,5,86.0
3851,1454,12,47.53208524,-122.3170294,96.0,98.0,Sandy silt to silt,ML,Sandy silt,10.1178370584372,blue,5,96.0
3851,1454,13,47.53208524,-122.3170294,98.0,98.5,Gravelly sand or gravel,GW,Gravelly sand,10.1178370584372,blue,5,98.0
3852,1454,1,47.5325957,-122.3154192,0.0,0.800000012,Concrete slab (8.5 Inches),Not applicable,Asphalt / concrete,9.992251802188212,blue,5,0.0
3852,1454,2,47.5325957,-122.3154192,0.800000012,1.5,Orange sandy gravel (moist) (basecourse),GW,Gravel,9.992251802188212,blue,5,0.800000012
3852,1454,3,47.5325957,-122.3154192,1.5,6.0,"Dark brown fine to medium sand, trace silt (moist) (medium dense) (fill)",SP,Sand,9.992251802188212,blue,5,1.5
3853,1455,1,47.53382556,-122.3169105,0.0,0.200000003,2 Inches asphalt concrete,Not applicable,Asphalt / concrete,9.975045529983335,blue,5,0.0
3853,1455,2,47.53382556,-122.3169105,0.200000003,5.0,"Brown fine to medium sand (loose, moist)",SP,Sand,9.975045529983335,blue,5,0.200000003
3853,1455,3,47.53382556,-122.3169105,5.0,6.0,"Gray to brown silt with a trace of fine sand (stiff, moist)",ML,Silt,9.975045529983335,blue,5,5.0
3853,1455,4,47.53382556,-122.3169105,6.0,21.0,"Brown fine sand (loose, moist to wet)",SP,Sand,9.975045529983335,blue,5,6.0
3853,1455,5,47.53382556,-122.3169105,21.0,26.0,"Black fine to medium silty sand (loose, wet)",SM,Silty sand,9.975045529983335,blue,5,21.0
3853,1455,6,47.53382556,-122.3169105,26.0,42.0,"Black fine to medium sand (medium dense to dense, wet)",SP,Sand,9.975045529983335,blue,5,26.0
3853,1455,7,47.53382556,-122.3169105,42.0,46.0,"Gray silty fine sand with some small wood fragments (medium dense, wet)",SM,Silty sand,9.975045529983335,blue,5,42.0
