Borehole ID,Document ID,Sub Borehole Layer,Latitude,Longitude,Top Depth,Bottom Depth,Description,USCS,Lithology,Distance_km,Color,Elevation,md,Scaled_Latitude,Scaled_Longitude
85,583,1,47.54168974,-122.3938529,0.0,1.5,"Loose, dry, brown, sandy silt.",SM,Sandy silt,14.28402977958749,blue,16,0.0,-75.14890522017481,1.779022838519495
85,583,2,47.54168974,-122.3938529,1.5,6.0,"Hard, dry, silty, gravelly sand.",SW,Gravelly sand,14.28402977958749,blue,16,1.5,-75.14890522017481,1.779022838519495
86,583,1,47.54149999,-122.3938866,0.0,6.0,"Hard, dry, silty sand.",SM,Silty sand,14.29537692311412,blue,19,0.0,-77.04640522021577,1.4420228384892653
87,583,1,47.54153105,-122.393831,0.0,7.0,"Dense, moist, blue-gray, silty sand, very moist.",SM,Silty sand,14.290113277554209,blue,16,0.0,-76.73580522016721,1.9980228384497423
88,587,1,47.54472559,-122.396192,0.0,4.0,"Fill, clean, uncontrolled, stable as is.",,Fill,14.303482943497942,blue,55,0.0,-44.79040522021194,-21.61197716148422
88,587,2,47.54472559,-122.396192,4.0,7.0,"Medium sand, silty and gravely (pebbles), dense.",SW,Sand,14.303482943497942,blue,55,4.0,-44.79040522021194,-21.61197716148422
88,587,3,47.54472559,-122.396192,7.0,8.0,"Coarse sand, clean.",SP,Sand,14.303482943497942,blue,55,7.0,-44.79040522021194,-21.61197716148422
89,587,1,47.54459504,-122.3964628,0.0,1.0,"Fill, clean.",,Fill,14.32799871340003,blue,55,0.0,-46.095905220226996,-24.319977161439965
89,587,2,47.54459504,-122.3964628,1.0,5.0,"Silty, gravely sand, medium to light brown, dense.",SW,Gravelly sand,14.32799871340003,blue,55,1.0,-46.095905220226996,-24.319977161439965
89,587,3,47.54459504,-122.3964628,5.0,9.0,"Coarse sand, non-plastic, medium brown to brown, dense.",SP,Sand,14.32799871340003,blue,55,5.0,-46.095905220226996,-24.319977161439965
90,588,1,47.54471091,-122.3859494,0.0,0.800000012,"Asphalt (0.75 inches) over black, sandy silt, trace gravel, moist to wet, medium dense.",Not applicable-ML,Sandy silt,13.602578956755847,blue,72,0.0,-44.93720522020794,80.8140228384957
90,588,2,47.54471091,-122.3859494,0.800000012,4.5,"Gray sand with silt, scattered gravel, with seams of silt to sandy silt, moist to wet, dense.",SP-SM,Sand,13.602578956755847,blue,72,0.800000012,-44.93720522020794,80.8140228384957
90,588,3,47.54471091,-122.3859494,4.5,7.0,"Gray-brown, silty sand with gravel, fine sand, moist, very dense.",SM,Silty sand,13.602578956755847,blue,72,4.5,-44.93720522020794,80.8140228384957
90,588,4,47.54471091,-122.3859494,7.0,20.0,"Gray-brown, silty sand, fine to medium, few to scattered gravel, transitions to less silty with depth, very moist to wet, dense to very dense.",SM,Silty sand,13.602578956755847,blue,72,7.0,-44.93720522020794,80.8140228384957
90,588,5,47.54471091,-122.3859494,20.0,26.0,"Gray-brown to gray sand with silt, fine to medium, scattered gravel, wet, very dense.",SP-SM,Sand,13.602578956755847,blue,72,20.0,-44.93720522020794,80.8140228384957
91,588,1,47.54454749,-122.3863891,0.0,1.0,"Asphalt (2 inches) over organic, sandy silt, some wood, peat, gravel, moist, loose.",Not applicable-OL,Sandy silt,13.640264407150122,blue,70,0.0,-46.571405220205975,76.41702283848417
91,588,2,47.54454749,-122.3863891,1.0,1.799999952,"Gray silt, root traces, very moist. stiff.",ML,Silt,13.640264407150122,blue,70,1.0,-46.571405220205975,76.41702283848417
91,588,3,47.54454749,-122.3863891,1.799999952,2.599999905,"Gray sand with silt, very moist to wet, medium dense.",SP-SM,Sand,13.640264407150122,blue,70,1.799999952,-46.571405220205975,76.41702283848417
91,588,4,47.54454749,-122.3863891,2.599999905,8.0,"Gray silty sand, fine to medium, trace to little gravel, very moist to wet, dense.",SM,Silty sand,13.640264407150122,blue,70,2.599999905,-46.571405220205975,76.41702283848417
91,588,5,47.54454749,-122.3863891,8.0,23.5,"Gray sand with silt, fine to medium, scattered large gravel, wet, occasional seams of silty sand, very dense.",SP-SM,Sand,13.640264407150122,blue,70,8.0,-46.571405220205975,76.41702283848417
92,588,1,47.54420898,-122.3862962,0.0,1.0,"Asphalt (2 inches) over crushed rock (3 inches), over black organic silt, soft.",Not applicable-ML,Silt,13.650001098369712,blue,70,0.0,-49.95650522019446,77.34602283846925
92,588,2,47.54420898,-122.3862962,1.0,3.0,"Black peat, silt with large pieces of wood, very moist, soft.",OL,Peat,13.650001098369712,blue,70,1.0,-49.95650522019446,77.34602283846925
92,588,3,47.54420898,-122.3862962,3.0,5.0,"Dark-gray, silty sand, fine to medium, scattered gravel, wet, medium dense.",SM,Silty sand,13.650001098369712,blue,70,3.0,-49.95650522019446,77.34602283846925
92,588,4,47.54420898,-122.3862962,5.0,7.0,"Gray silt, trace sand, root traces, seams of silty sand, wet, stiff.",ML,Silt,13.650001098369712,blue,70,5.0,-49.95650522019446,77.34602283846925
92,588,5,47.54420898,-122.3862962,7.0,15.0,"Dark-gray, silty sand, fine to medium, scattered gravel, very moist to wet, dense to very dense.",SM,Silty sand,13.650001098369712,blue,70,7.0,-49.95650522019446,77.34602283846925
92,588,6,47.54420898,-122.3862962,15.0,23.5,"Dark-gray sand with silt, fine to medium, wet, very dense.",SP-SM,Sand,13.650001098369712,blue,70,15.0,-49.95650522019446,77.34602283846925
93,633,1,47.53773945,-122.3844884,0.0,3.0,"Loose, brown, silty sand with fine roots, occasional gravel.",SM,Silty sand,13.852952044924358,blue,106,0.0,-114.65180522023388,95.42402283855722
93,633,2,47.53773945,-122.3844884,3.0,4.5,"Medium dense, slightly clayey, fine sand with gravel.",GW,Sand,13.852952044924358,blue,106,3.0,-114.65180522023388,95.42402283855722
93,633,3,47.53773945,-122.3844884,4.5,5.099999905,"Very dense, brown and gray, silty, very fine sand with trace fine roots.",MH,Silty sand,13.852952044924358,blue,106,4.5,-114.65180522023388,95.42402283855722
94,633,1,47.53783745,-122.3845324,0.0,2.5,"Loose, brown to grayish-brown, silty, fine sand with organics in top 1.5 ft.",ML,Silty sand,13.850713787741356,blue,106,0.0,-113.67180522022124,94.98402283853125
94,633,2,47.53783745,-122.3845324,2.5,3.5,"Medium dense, grayish-brown, silty fine sand.",ML,Silty sand,13.850713787741356,blue,106,2.5,-113.67180522022124,94.98402283853125
94,633,3,47.53783745,-122.3845324,3.5,4.5,"Very dense, grayish-brown to light brownish-gray, silty, fine sand with gravel.",GM,Silty sand,13.850713787741356,blue,106,3.5,-113.67180522022124,94.98402283853125
95,633,1,47.53798669,-122.3844607,0.0,2.5,"Very loose, brown, slightly silty sand with fine roots.",SM,Sand,13.838115826194638,blue,105,0.0,-112.17940522023184,95.70102283845472
95,633,2,47.53798669,-122.3844607,2.5,3.5,"Dense brown to grayish-brown, silty, fine sand with gravel.",GM,Silty sand,13.838115826194638,blue,105,2.5,-112.17940522023184,95.70102283845472
95,633,3,47.53798669,-122.3844607,3.5,5.0,"Very dense, grayish-brown to brownish-gray, silty, fine sand with gravel.",GM,Silty sand,13.838115826194638,blue,105,3.5,-112.17940522023184,95.70102283845472
96,633,1,47.53802604,-122.3844013,0.0,4.5,"Very loose to loose, brown, silty, fine sand with gravel and organics.",GM,Silty sand,13.83210801158016,blue,105,0.0,-111.78590522021636,96.29502283857505
96,633,2,47.53802604,-122.3844013,4.5,5.5,"Very dense, brownish-gray, slightly silty, fine sand with gravel and occasional iron staining.",GM,Sand,13.83210801158016,blue,105,4.5,-111.78590522021636,96.29502283857505
97,633,1,47.53809063,-122.3844765,0.0,6.0,"Very loose to loose, brown, silty, fine sand with gravel near surface, organics.",GM,Silty sand,13.833712554975165,blue,105,0.0,-111.14000522020717,95.54302283845573
97,633,2,47.53809063,-122.3844765,6.0,7.0,"Medium dense, brown, silty, fine sand with gravel.",GM,Silty sand,13.833712554975165,blue,105,6.0,-111.14000522020717,95.54302283845573
97,633,3,47.53809063,-122.3844765,7.0,8.100000381,"Very dense, brownish-gray, silty, fine sand with gravel, iron staining.",GM,Silty sand,13.833712554975165,blue,105,7.0,-111.14000522020717,95.54302283845573
98,638,1,47.53753344,-122.3797597,0.0,1.0,Black organic topsoil with roots,PT,Topsoil / vegetation,13.551548622322658,blue,137,0.0,-116.71190522022812,142.71102283856862
98,638,2,47.53753344,-122.3797597,1.0,4.0,"Loose to medium dense, brown silty fine sand, some roots.",SM,Silty sand,13.551548622322658,blue,137,1.0,-116.71190522022812,142.71102283856862
98,638,3,47.53753344,-122.3797597,4.0,9.0,"Medium dense, tan, slightly silty, gravelly sand.  Some silty pockets becomes gray and dense with depth.",GM,Gravelly sand,13.551548622322658,blue,137,4.0,-116.71190522022812,142.71102283856862
99,638,1,47.53752051,-122.3798807,0.0,1.0,Tan sandy fill.,SP,Fill,13.560210263768106,blue,131,0.0,-116.84120522019725,141.5010228384972
99,638,2,47.53752051,-122.3798807,1.0,1.5,Black organic topsoil,PT,Topsoil / vegetation,13.560210263768106,blue,131,1.0,-116.84120522019725,141.5010228384972
99,638,3,47.53752051,-122.3798807,1.5,9.0,"Loose to medium dense, tan, slightly gravelly sand, interbedded with silty, fine sand, fine, sandy gravel and slightly sandy gravel.  Becomes tan, and dense to very dense, with depth.",GM,Gravelly sand,13.560210263768106,blue,131,1.5,-116.84120522019725,141.5010228384972
100,638,1,47.5374693,-122.3796562,0.0,0.5,"Loose, gravelly sand.",SW,Gravelly sand,13.548205264013385,blue,137,0.0,-117.35330522022025,143.74602283851345
100,638,2,47.5374693,-122.3796562,0.5,2.0,"Very dense, gray, interbedded, gravelly sand, and silty, fine sand.",SW,Gravelly sand,13.548205264013385,blue,137,0.5,-117.35330522022025,143.74602283851345
101,638,1,47.53742969,-122.3797317,0.0,2.0,"Very dense, gray, interbedded, gravelly sand, and silty, fine sand.",SW,Gravelly sand,13.555314057078627,blue,137,0.0,-117.74940522016664,142.99102283857223
102,658,1,47.52864472,-122.3886656,0.0,9.0,"Loose, brown sand with organics.",SP,Sand,14.627697047732877,blue,96,0.0,-205.59910522017333,53.65202283854842
102,658,2,47.52864472,-122.3886656,9.0,30.0,"Light brown, brown to grayish brown, non plastic, poorly graded sand with silt to silty sand, medium dense to very dense.",SP-SM,Sand,14.627697047732877,blue,96,9.0,-205.59910522017333,53.65202283854842
102,658,3,47.52864472,-122.3886656,30.0,49.0,"Wet, gray, fine clay with sand, very plastic, very dense, occasionally gravelly.",ML,Clay,14.627697047732877,blue,96,30.0,-205.59910522017333,53.65202283854842
103,658,1,47.52862163,-122.3892437,0.0,13.0,"Light brown, poorly graded sand with silt to silty sand, medium dense to dense.",SM,Sand,14.666284770135206,blue,77,0.0,-205.83000522016448,47.871022838563704
103,658,2,47.52862163,-122.3892437,13.0,17.5,"Gray, fine clay with sand, very plastic, dense, occasionally gravelly.",ML,Clay,14.666284770135206,blue,77,13.0,-205.83000522016448,47.871022838563704
104,721,1,47.5780832,-122.4050972,0.0,0.5,Sandy topsoil,PT,Topsoil / vegetation,13.906893000865836,blue,13,0.0,288.7856947798184,-110.66397716149368
104,721,2,47.5780832,-122.4050972,0.5,4.0,"Brown sand, trace of silt, fine-grained, moist, loose to medium dense.",SP,Sand,13.906893000865836,blue,13,0.5,288.7856947798184,-110.66397716149368
104,721,3,47.5780832,-122.4050972,4.0,8.0,"Brown-gray, gravelly sand, coarse-grained, very wet, medium dense, becomes gray, non-gravelly, saturated.",SP,Gravelly sand,13.906893000865836,blue,13,4.0,288.7856947798184,-110.66397716149368
104,721,4,47.5780832,-122.4050972,8.0,9.0,"Dark gray, slightly sandy silt, low elasticity, moist, very stiff.",ML,Silt,13.906893000865836,blue,13,8.0,288.7856947798184,-110.66397716149368
105,721,1,47.57792567,-122.4051726,0.0,5.0,"Gray, gravelly, silty sand with organics, moist, loose to medium dense.",SM,Silty sand,13.915129715800706,blue,8,0.0,287.21039477979105,-111.41797716149426
105,721,2,47.57792567,-122.4051726,5.0,8.0,"Brown sand, trace of silt, medium-grained, moist, loose to medium dense, lens of saturated silt.",SP,Sand,13.915129715800706,blue,8,5.0,287.21039477979105,-111.41797716149426
105,721,3,47.57792567,-122.4051726,8.0,9.0,"Brown, gravelly sand, coarse-grained, saturated, medium dense.",SP,Gravelly sand,13.915129715800706,blue,8,8.0,287.21039477979105,-111.41797716149426
105,721,4,47.57792567,-122.4051726,9.0,11.0,"Blue-gray, silty sand, fine to medium-grained, wet, medium dense.",SM,Silty sand,13.915129715800706,blue,8,9.0,287.21039477979105,-111.41797716149426
106,731,1,47.59175255,-122.388573,0.0,1.0,"Very loose, dark brown, silty sand, moist",SM,Topsoil / vegetation,12.520291703035683,blue,73,0.0,425.4791947798253,54.578022838569495
106,731,2,47.59175255,-122.388573,1.0,3.5,"Soft to stiff, mottled tan, silty clay, moist to wet, iron-oxide stains.",CL,Fill,12.520291703035683,blue,73,1.0,425.4791947798253,54.578022838569495
106,731,3,47.59175255,-122.388573,3.5,6.0,"Dense, brown, silt, fine sand, moist to wet.",SM,Fill,12.520291703035683,blue,73,3.5,425.4791947798253,54.578022838569495
106,731,4,47.59175255,-122.388573,6.0,6.5,"Very dense, light brown, silty, fine sand, moist.",SM,Silty sand,12.520291703035683,blue,73,6.0,425.4791947798253,54.578022838569495
107,731,1,47.59177688,-122.3885942,0.0,8.0,"Very loose grading to medium dense, light brown, slightly silty to silty, fine sand, moist, trace of organics.",SM,Fill,12.52176473463793,blue,73,0.0,425.72249477977664,54.36602283850789
